,Sentence,Intent,Color,Item
3766,what about the pink pantalon,Check Availability,pink,pantalon
3767,ulmcwcapl,unknown,unknown,unknown
3768,uwdcupvpqt,unknown,unknown,unknown
3769,afxxsh,unknown,unknown,unknown
3770,zap,unknown,unknown,unknown
3771,ossyx,unknown,unknown,unknown
3772,oxogpksypx,unknown,unknown,unknown
3773,teo,unknown,unknown,unknown
3774,ylmoscurczcfyz,unknown,unknown,unknown
3775,eqvwsnpslm,unknown,unknown,unknown
3776,how much does a gray skirt cost,Asking for the price,gray,skirt
3777,thicg,unknown,unknown,unknown
3778,avqvsifzzrgvpy,unknown,unknown,unknown
3779,vthbbwodywoflmlmtuv,unknown,unknown,unknown
3780,bilmbv,unknown,unknown,unknown
3781,I'd like to add a hat can i find,Making Order,unknown,hat
3782,vnxgclma,unknown,unknown,unknown
3783,tpnfjyigpyhxq,unknown,unknown,unknown
3784,dvra,unknown,unknown,unknown
3785,cgzlmgrxgdnvcexlml,unknown,unknown,unknown
3786,voai,unknown,unknown,unknown
3787,uyanz,unknown,unknown,unknown
3788,oxgzdgkrtetxoozcntp,unknown,unknown,unknown
3789,zgi,unknown,unknown,unknown
3790,vlmkvraeo,unknown,unknown,unknown
3791,ijfehtlmegwap,unknown,unknown,unknown
3792,isuh,unknown,unknown,unknown
3793,ykkrjsfgvfopz,unknown,unknown,unknown
3794,xxjl,unknown,unknown,unknown
3795,urqyhriutpnoqi,unknown,unknown,unknown
3796,votyeg,unknown,unknown,unknown
3797,how much does a black jacket cost,Asking for the price,black,jacket
3798,eaaikaddjjcaflmahq,Making Order,unknown,unknown
3799,beabu,unknown,unknown,unknown
3800,I'd like to take a hat may i ask for,Making Order,unknown,hat
3801,iflmxkssjudcjazo,unknown,unknown,unknown
3802,fjnzlmuzpwx,unknown,unknown,unknown
3803,I'd like to order a jeans is there,Making Order,unknown,jeans
3804,uqgyfwvstylmw,unknown,unknown,unknown
3805,zaeiyagndexwpexkdj,unknown,unknown,unknown
3806,is the blue shirt expensive ?,Check Availability,blue,shirt
3807,I'd like to take a body i am looking for,Making Order,unknown,body
3808,rhgsy,unknown,unknown,unknown
3809,coqqdzlmrpqjqch,unknown,unknown,unknown
3810,uficockweuiszt,unknown,unknown,unknown
3811,i am looking for a red dress,Check Availability,red,dress
3812,gzznlmcoqvn,unknown,unknown,unknown
3813,hpihznbw,unknown,unknown,unknown
3814,qqxbvwhttodsxu,unknown,unknown,unknown
3815,coossrou,unknown,unknown,unknown
3816,ycbfsewckt,unknown,unknown,unknown
3817,bfteoiuvhk,unknown,unknown,unknown
3818,nhwuppjvcxetz,unknown,unknown,unknown
3819,qyggyp,unknown,unknown,unknown
3820,olmdgszvurzwcafka,unknown,unknown,unknown
3821,rvsa,unknown,unknown,unknown
3822,hdqzzpwgxpd,unknown,unknown,unknown
3823,tpvnvnifsb,unknown,unknown,unknown
3824,dctuzzlmrsojyr,unknown,unknown,unknown
3825,zppeaviilmvfkuys,unknown,unknown,unknown
3826,qhewygivihqvtxvwh,unknown,unknown,unknown
3827,I want to add a dress is there available,Making Order,unknown,dress
3828,ejkyunwrydvnngasadc,unknown,unknown,unknown
3829,I'd like to order a skirt do you have,Making Order,unknown,skirt
3830,ivuop,unknown,unknown,unknown
3831,wvwnvqzoyrcbcf,unknown,unknown,unknown
3832,pp,unknown,unknown,unknown
3833,hcbdgzkde,unknown,unknown,unknown
3834,tlmrayrthzegtwptowq,unknown,unknown,unknown
3835,bwhxa,unknown,unknown,unknown
3836,zxoyodctgr,unknown,unknown,unknown
3837,ylmdoxzurnkhkhoyh,unknown,unknown,unknown
3838,can i find a green t-shirt,Check Availability,green,t-shirt
3839,dclm,unknown,unknown,unknown
3840,uba,unknown,unknown,unknown
3841,yrw,unknown,unknown,unknown
3842,nnktncsc,unknown,unknown,unknown
3843,xwriibvc,unknown,unknown,unknown
3844,caovpzlmfwgylmpy,unknown,unknown,unknown
3845,qrjpxel,unknown,unknown,unknown
3846,may i ask for a purple dress,Check Availability,purple,dress
3847,xwtjwbny,unknown,unknown,unknown
3848,pjdknhkaqexdb,unknown,unknown,unknown
3849,efzwvzoiciosw,unknown,unknown,unknown
3850,yvxcywbiou,unknown,unknown,unknown
3851,zwroofur,unknown,unknown,unknown
3852,evje,unknown,unknown,unknown
3853,opfhtfy,unknown,unknown,unknown
3854,dk,unknown,unknown,unknown
3855,xfzbycqxa,unknown,unknown,unknown
3856,fhpk,unknown,unknown,unknown
3857,do you still have a brown chemise,Check Availability,brown,chemise
3858,yjpwyjydpgvoeklmz,unknown,unknown,unknown
3859,i am looking for a purple short,Check Availability,purple,short
3860,yisestpoqow,unknown,unknown,unknown
3861,eesnelmwlmr,unknown,unknown,unknown
3862,fd,unknown,unknown,unknown
3863,can i find a orange shoes,Check Availability,orange,shoes
3864,byszegfl,unknown,unknown,unknown
3865,I want to buy a pantalon do you have,Making Order,unknown,pantalon
3866,lmqzsuuuadvvop,unknown,unknown,unknown
3867,ipgpjcsxgwlmablm,unknown,unknown,unknown
3868,She was playing a game,unknown,unknown,unknown
3869,jrfge,unknown,unknown,unknown
3870,vcu,unknown,unknown,unknown
3871,saflmatybxrcqbk,unknown,unknown,unknown
3872,ekwppt,unknown,unknown,unknown
3873,cujgbuaizlmckt,unknown,unknown,unknown
3874,ryxwe,unknown,unknown,unknown
3875,qiejsbcwv,unknown,unknown,unknown
3876,lmibvelmtvepqfa,unknown,unknown,unknown
3877,zgrefgfunajkvobovl,unknown,unknown,unknown
3878,tncwqsqjilm,unknown,unknown,unknown
3879,bdhqlmbdoglmfflmtiz,unknown,unknown,unknown
3880,kgsoeggynpwgygofyv,unknown,unknown,unknown
3881,oddzc,unknown,unknown,unknown
3882,some white jacket,Check Availability,white,jacket
3883,lmyjq,unknown,unknown,unknown
3884,siv,unknown,unknown,unknown
3885,kkkenpuxxtkkz,unknown,unknown,unknown
3886,regenc,unknown,unknown,unknown
3887,gyhfxptee,unknown,unknown,unknown
3888,jnlmejdgf,unknown,unknown,unknown
3889,ss,unknown,unknown,unknown
3890,what about purple jacket,Check Availability,purple,jacket
3891,nkxfnclmreccbcoftrt,unknown,unknown,unknown
3892,sox,unknown,unknown,unknown
3893,wugzfguu,unknown,unknown,unknown
3894,ilmrlmrygygnxwqcdss,unknown,unknown,unknown
3895,qnlmveajvjpy,unknown,unknown,unknown
3896,hyyzrlmwj,unknown,unknown,unknown
3897,uprshtghdxccvfqxv,unknown,unknown,unknown
3898,hckdpjssru,unknown,unknown,unknown
3899,byohvzavofwahpbvj,unknown,unknown,unknown
3900,scy,unknown,unknown,unknown
3901,tajtvpggcckrdgowvx,unknown,unknown,unknown
3902,hfkvrssowviohoj,unknown,unknown,unknown
3903,zlmdsb,unknown,unknown,unknown
3904,cedvrqbnf,unknown,unknown,unknown
3905,oecczjrco,unknown,unknown,unknown
3906,poidijssoogqbkpgw,unknown,unknown,unknown
3907,is the yellow skirt expensive ?,Check Availability,yellow,skirt
3908,fnnooglmbaqrpkvrsud,unknown,unknown,unknown
3909,ursp,unknown,unknown,unknown
3910,byszhlmouo,unknown,unknown,unknown
3911,cwzirnhfzkuevfhw,unknown,unknown,unknown
3912,is there available a olive jacket,Check Availability,olive,jacket
3913,axviuhzkqtdef,unknown,unknown,unknown
3914,kjwy,unknown,unknown,unknown
3915,yfxtv,unknown,unknown,unknown
3916,iwsb,unknown,unknown,unknown
3917,dbeylmwygyrd,unknown,unknown,unknown
3918,pyttfkpkjezgq,unknown,unknown,unknown
3919,veajwwgqdd,unknown,unknown,unknown
3920,what about brown jacket,Check Availability,brown,jacket
3921,wuccqseelmecieqz,unknown,unknown,unknown
3922,pxlmrrk,unknown,unknown,unknown
3923,pevvazjjhdalmzjszvj,unknown,unknown,unknown
3924,xkwdntcdicn,unknown,unknown,unknown
3925,jknshpiiqabzd,unknown,unknown,unknown
3926,ainlmfuceaxudsxay,unknown,unknown,unknown
3927,I would like to add a hat may i ask for,Making Order,unknown,hat
3928,ofgcpqxynhnszrlmuzz,unknown,unknown,unknown
3929,kgtlmrittktsj,unknown,unknown,unknown
3930,kwgvdriihzp,unknown,unknown,unknown
3931,kehxtkcjk,unknown,unknown,unknown
3932,tdfeavccgeoo,unknown,unknown,unknown
3933,pthxbkoswcxppjvb,unknown,unknown,unknown
3934,fcyfjah,unknown,unknown,unknown
3935,usreacca,unknown,unknown,unknown
3936,vsveyxhb,unknown,unknown,unknown
3937,dydis,unknown,unknown,unknown
3938,what about blue shirt,Check Availability,blue,shirt
3939,lmulmivd,unknown,unknown,unknown
3940,ainbdrpepgnupt,unknown,unknown,unknown
3941,can i find a yellow pullover,Check Availability,yellow,pullover
3942,dtajbwiwedk,unknown,unknown,unknown
3943,xvchhgefn,unknown,unknown,unknown
3944,ywjvtboahnh,unknown,unknown,unknown
3945,ktpr,unknown,unknown,unknown
3946,olmxcswczuoh,unknown,unknown,unknown
3947,wlmdfcn,unknown,unknown,unknown
3948,aaasfklmtvtrvjfsce,unknown,unknown,unknown
3949,lmchykuqwlm,unknown,unknown,unknown
3950,fidwjooilm,unknown,unknown,unknown
3951,wyyecdjcobrhzuudpx,unknown,unknown,unknown
3952,elmobx,unknown,unknown,unknown
3953,dcl,unknown,unknown,unknown
3954,ukwy,unknown,unknown,unknown
3955,is there available a short,unknown,unknown,short
3956,may i ask for a olive pullover,Check Availability,olive,pullover
3957,dpjbplmqoikcyxapdc,unknown,unknown,unknown
3958,nebygvcyvauzajfdftg,unknown,unknown,unknown
3959,irfnxlmicvpnkpfvytn,unknown,unknown,unknown
3960,qudwgenoyzdrhzzuptt,unknown,unknown,unknown
3961,rsdtfyxjrgbc,unknown,unknown,unknown
3962,zlmuwwtnxw,unknown,unknown,unknown
3963,may i ask for a white pantalon,Check Availability,white,pantalon
3964,ptulmjjuzcijyel,unknown,unknown,unknown
3965,gdarbbe,unknown,unknown,unknown
3966,oauevzbhvvfdfge,unknown,unknown,unknown
3967,I want to add a skirt do you have,Making Order,unknown,skirt
3968,yiyqugkdn,unknown,unknown,unknown
3969,zvguzfnauqgcvisqxi,unknown,unknown,unknown
3970,jlmnxanccykci,unknown,unknown,unknown
3971,rkskqflmcikonkpzr,unknown,unknown,unknown
3972,gtiipfukxbiztfqq,unknown,unknown,unknown
3973,hupjytptatr,unknown,unknown,unknown
3974,whgfvtqwn,unknown,unknown,unknown
3975,ovrxcqfrhzhpnixwgt,unknown,unknown,unknown
3976,zdknciqbx,unknown,unknown,unknown
3977,kcqyyvktciot,unknown,unknown,unknown
3978,wjiifeyjhswyiuiebhu,unknown,unknown,unknown
3979,paqztuujxqa,unknown,unknown,unknown
3980,on,unknown,unknown,unknown
3981,ybdlml,unknown,unknown,unknown
3982,iqbzci,unknown,unknown,unknown
3983,bxkjgrhrtvvjqrbpak,unknown,unknown,unknown
3984,fwuwcknbagenwl,unknown,unknown,unknown
3985,I would like to order a jacket may i ask for,Making Order,unknown,jacket
3986,dzvlmrdfuhqgs,unknown,unknown,unknown
3987,jhlmqfwzpcgqehzvzt,unknown,unknown,unknown
3988,jfzolmdkkhfiz,unknown,unknown,unknown
3989,ysac,unknown,unknown,unknown
3990,I would like to add a skirt can i find,Making Order,unknown,skirt
3991,ztzuhnehxwpvxe,unknown,unknown,unknown
3992,qxpvzkqvcgvxvzjocs,unknown,unknown,unknown
3993,jpaouxxyisizhbn,unknown,unknown,unknown
3994,ffgxowk,unknown,unknown,unknown
3995,cchzsfziitypyjtexpq,unknown,unknown,unknown
3996,xjjjsnxzwkjddajwsh,unknown,unknown,unknown
3997,atdenwbyjrulmzedhyu,unknown,unknown,unknown
3998,ojsdbwhnkvpr,unknown,unknown,unknown
3999,I need to buy a jacket can i find,Making Order,unknown,jacket
4000,do you still have a olive skirt,Check Availability,olive,skirt
4001,fhxwvzy,unknown,unknown,unknown
4002,rbqzefgytqlmiqdhi,unknown,unknown,unknown
4003,viwefzkxshqg,unknown,unknown,unknown
4004,rtpqenjx,unknown,unknown,unknown
4005,crqlmsl,unknown,unknown,unknown
4006,uglmsgfjk,unknown,unknown,unknown
4007,crerfqslmrkqzyr,unknown,unknown,unknown
4008,fddfybqt,unknown,unknown,unknown
4009,xqrhcvwysvyjwwza,unknown,unknown,unknown
4010,ahivjgtrdea,unknown,unknown,unknown
4011,cthtwc,unknown,unknown,unknown
4012,klmlmfkdofyfclmrs,unknown,unknown,unknown
4013,zxyaoiffuxilm,unknown,unknown,unknown
4014,ztjko,unknown,unknown,unknown
4015,opfyukihqqhqwiqwx,unknown,unknown,unknown
4016,do you still have a olive body,Check Availability,olive,body
4017,kytnr,unknown,unknown,unknown
4018,vnfjeisvpewiyikbe,unknown,unknown,unknown
4019,is the pink pullover expensive ?,Check Availability,pink,pullover
4020,ng,unknown,unknown,unknown
4021,wehoxzfnrswe,unknown,unknown,unknown
4022,nju,unknown,unknown,unknown
4023,I would like to order a short i am looking for,Making Order,unknown,short
4024,gnu,unknown,unknown,unknown
4025,xnjxlmieynr,unknown,unknown,unknown
4026,dkder,unknown,unknown,unknown
4027,kydwiypytpngbnhlm,unknown,unknown,unknown
4028,slmtio,unknown,unknown,unknown
4029,wrvy,unknown,unknown,unknown
4030,iibswkknyougspskq,unknown,unknown,unknown
4031,rbszrsgcpoqfjcba,unknown,unknown,unknown
4032,ikohqddbl,unknown,unknown,unknown
4033,otkzcrthddhi,unknown,unknown,unknown
4034,lmuzryctetuht,unknown,unknown,unknown
4035,do you have a orange shoes,Check Availability,orange,shoes
4036,jix,unknown,unknown,unknown
4037,qswjgzxvku,unknown,unknown,unknown
4038,ihdlmguszzsafzagok,unknown,unknown,unknown
4039,urrfqnlmegsaclmlm,unknown,unknown,unknown
4040,hyeccg,unknown,unknown,unknown
4041,sxuthjhubxqgblmzid,unknown,unknown,unknown
4042,njrcc,unknown,unknown,unknown
4043,nkptr,unknown,unknown,unknown
4044,what about a yellow pullover,Check Availability,yellow,pullover
4045,pfeijkafzr,unknown,unknown,unknown
4046,I would like to order a skirt may i ask for,Making Order,unknown,skirt
4047,yyahaqi,unknown,unknown,unknown
4048,yfskdrebhhlmrni,unknown,unknown,unknown
4049,hclmn,unknown,unknown,unknown
4050,ysgdbidhkr,unknown,unknown,unknown
4051,cnlmngt,unknown,unknown,unknown
4052,do you still have a red t-shirt,Check Availability,red,t-shirt
4053,ixjjtictsl,unknown,unknown,unknown
4054,aflmsrwklmu,unknown,unknown,unknown
4055,swrcjgnthzkfr,unknown,unknown,unknown
4056,pgxswewrtizybccf,unknown,unknown,unknown
4057,hksqegcnwh,unknown,unknown,unknown
4058,I need to take a short can i find,Making Order,unknown,short
4059,nkhz,unknown,unknown,unknown
4060,nfvvzsqowrlmjtx,unknown,unknown,unknown
4061,xfbdkn,unknown,unknown,unknown
4062,kjzvkasfz,unknown,unknown,unknown
4063,I want to add a dress i am looking for,Making Order,unknown,dress
4064,xsweprxkxqwpejzzehf,unknown,unknown,unknown
4065,opxhrnvlmvpt,unknown,unknown,unknown
4066,vgfxzn,unknown,unknown,unknown
4067,geprtzisivq,unknown,unknown,unknown
4068,nvtf,unknown,unknown,unknown
4069,I want to buy a i am looking for,Making Order,unknown,unknown
4070,what is the price of a gray chemise,Asking for the price,gray,chemise
4071,tagevixuqrrrlmn,unknown,unknown,unknown
4072,do you still have a cyan chemise,Check Availability,cyan,chemise
4073,xouxxxwtr,unknown,unknown,unknown
4074,hwfepchoxxxwg,unknown,unknown,unknown
4075,zyhqcpxi,unknown,unknown,unknown
4076,crpfhhkevfbwatchopx,unknown,unknown,unknown
4077,gxjpyv,unknown,unknown,unknown
4078,rglmbdzlm,unknown,unknown,unknown
4079,ghhj,unknown,unknown,unknown
4080,how much does a black shirt cost,Asking for the price,black,shirt
4081,eyzaaodsv,unknown,unknown,unknown
4082,rfyebtyiohqxkjxqhk,unknown,unknown,unknown
4083,azurprpadoonehf,unknown,unknown,unknown
4084,do you have a green hat,Check Availability,green,hat
4085,qak,unknown,unknown,unknown
4086,yrqlmo,unknown,unknown,unknown
4087,fybvtow,unknown,unknown,unknown
4088,zfoqdbknzkusvf,unknown,unknown,unknown
4089,zehwnt,unknown,unknown,unknown
4090,what about the black jacket,Check Availability,black,jacket
4091,nfaz,unknown,unknown,unknown
4092,qtfrfgfyw,unknown,unknown,unknown
4093,kwkivjipzwnf,unknown,unknown,unknown
4094,what about red pullover,Check Availability,red,pullover
4095,iopjxrzoeti,unknown,unknown,unknown
4096,gzd,unknown,unknown,unknown
4097,qdtlmhiqk,unknown,unknown,unknown
4098,zklmdtjugenqjf,unknown,unknown,unknown
4099,juvijddhnfhxo,unknown,unknown,unknown
4100,easxfdrzplmiwcepbcc,unknown,unknown,unknown
4101,yjjgjsoxdbbbwca,unknown,unknown,unknown
4102,qvtonruhabkaugwerfo,unknown,unknown,unknown
4103,glmfdcck,unknown,unknown,unknown
4104,cqtpw,unknown,unknown,unknown
4105,chkpeer,unknown,unknown,unknown
4106,I need to take a shoes do you still have,Making Order,unknown,shoes
4107,ycrzvrfhdxnuw,unknown,unknown,unknown
4108,aebiwytvsxqj,unknown,unknown,unknown
4109,ckctlmjqkiunhiyau,unknown,unknown,unknown
4110,fplmbeghobulmn,unknown,unknown,unknown
4111,boeg,unknown,unknown,unknown
4112,kjilmlmficojfudit,unknown,unknown,unknown
4113,doyvvxx,unknown,unknown,unknown
4114,rlmqlmonyj,unknown,unknown,unknown
4115,dlmlmoewcqfkebvt,unknown,unknown,unknown
4116,what about blue pullover,Check Availability,blue,pullover
4117,nwnlmrhjt,unknown,unknown,unknown
4118,fkxjdcjkrs,unknown,unknown,unknown
4119,hffxkfzhc,unknown,unknown,unknown
4120,is there available a pink t-shirt,Check Availability,pink,t-shirt
4121,I would like to order a body is there,Making Order,unknown,body
4122,qpcv,unknown,unknown,unknown
4123,quzgcv,unknown,unknown,unknown
4124,cseuy,unknown,unknown,unknown
4125,may i ask for a green pullover,Check Availability,green,pullover
4126,is there a white jeans,Check Availability,white,jeans
4127,frbkthswshxewvbyra,unknown,unknown,unknown
4128,vkvbafsqlmynsciih,unknown,unknown,unknown
4129,zp,unknown,unknown,unknown
4130,hgkkoqlm,unknown,unknown,unknown
4131,fatb,unknown,unknown,unknown
4132,eqkhh,unknown,unknown,unknown
4133,what about the gray pullover,Check Availability,gray,pullover
4134,uiyfdgcu,unknown,unknown,unknown
4135,lmozyjablmtxhueyfk,unknown,unknown,unknown
4136,how much does a orange shoes cost,Asking for the price,orange,shoes
4137,how much does a red skirt cost,Asking for the price,red,skirt
4138,can i find a white hat,Check Availability,white,hat
4139,is the yellow dress expensive ?,Check Availability,yellow,dress
4140,eugrnttnpbon,unknown,unknown,unknown
4141,vtq,unknown,unknown,unknown
4142,xkaoehz,unknown,unknown,unknown
4143,fpgv,unknown,unknown,unknown
4144,zdsisftssqxjfzft,unknown,unknown,unknown
4145,rdqnonxgu,unknown,unknown,unknown
4146,cqdzrtkv,unknown,unknown,unknown
4147,jevxbtaosdhrkqxofqa,unknown,unknown,unknown
4148,ukadcnyjzytrq,unknown,unknown,unknown
4149,bfnrvpzqradszwwkaoj,unknown,unknown,unknown
4150,uz,unknown,unknown,unknown
4151,xlmvkxyuphiiyvlm,unknown,unknown,unknown
4152,is there a pink hat,Check Availability,pink,hat
4153,I want to add a is there available,Making Order,unknown,unknown
4154,yfrj,unknown,unknown,unknown
4155,zfspckqlmkh,unknown,unknown,unknown
4156,npxb,unknown,unknown,unknown
4157,qusiplmufuyvhgi,unknown,unknown,unknown
4158,ukdgbcfr,unknown,unknown,unknown
4159,njpc,unknown,unknown,unknown
4160,vpdyttbvx,unknown,unknown,unknown
4161,ycucxknlmgnyu,unknown,unknown,unknown
4162,ensgjtocnjzwjr,unknown,unknown,unknown
4163,jblmacxwlmrzuu,unknown,unknown,unknown
4164,sgcyoxfqxio,unknown,unknown,unknown
4165,juqgkwxactgvrto,unknown,unknown,unknown
4166,qxopkgqit,unknown,unknown,unknown
4167,hikzyncn,unknown,unknown,unknown
4168,xcqjgeyybxcfrwv,unknown,unknown,unknown
4169,rdhijzidhanuah,unknown,unknown,unknown
4170,zvfdoe,unknown,unknown,unknown
4171,qcnycx,unknown,unknown,unknown
4172,I'd like to order a pantalon can i find,Making Order,unknown,pantalon
4173,hojablmdrorin,unknown,unknown,unknown
4174,vpazvkrse,unknown,unknown,unknown
4175,wcwajhpvdvaiz,unknown,unknown,unknown
4176,hvokzdef,unknown,unknown,unknown
4177,dylmalmhnisdbfhvund,unknown,unknown,unknown
4178,bbrxqhytqdplmwo,unknown,unknown,unknown
4179,gtdayiyypahq,unknown,unknown,unknown
4180,yipjzavddugqa,unknown,unknown,unknown
4181,bxq,unknown,unknown,unknown
4182,bfxsdbuwbkrlmrqkc,unknown,unknown,unknown
4183,what is the price of a cyan skirt,Asking for the price,cyan,skirt
4184,phfuy,unknown,unknown,unknown
4185,djjhrztjwilm,unknown,unknown,unknown
4186,tsqeonu,unknown,unknown,unknown
4187,can i find a olive jacket,Check Availability,olive,jacket
4188,is there a cyan jeans,Check Availability,cyan,jeans
4189,I'd like to add a chemise is there available,Making Order,unknown,chemise
4190,what is the price of a red shoes,Asking for the price,red,shoes
4191,nihclmfii,unknown,unknown,unknown
4192,lmben,unknown,unknown,unknown
4193,I'd like to buy a dress i am looking for,Making Order,unknown,dress
4194,fubisnvtfgtnyfxbie,unknown,unknown,unknown
